,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,gps_code,iata_code
608,small_airport,Aranuka Airport,0.185278,173.636993,6.0,KI,NGUK,AAK
609,medium_airport,Niue International Airport,-19.079030990600582,-169.92559814453125,209.0,NU,NIUE,IUE
610,medium_airport,Pointe Vele Airport,-14.3114004135,-178.065994263,20.0,WF,NLWF,FUT
611,medium_airport,Hihifo Airport,-13.2383003235,-176.199005127,79.0,WF,NLWW,WLS
612,small_airport,Nomad River Airport,-6.294,142.234166667,305.0,PG,,NOM
613,small_airport,Naoro Airport,-9.254455,147.621352,2372.0,PG,,NOO
614,small_airport,Nipa Airport,-6.1454,143.4531,5765.0,PG,,NPG
615,small_airport,Newry Airport,-16.0442,129.2638,304.0,AU,,NRY
616,small_airport,Ofu Airport,-14.1844,-169.669998,9.0,AS,NSAS,OFU
617,small_airport,Asau Airport,-13.505132,-172.627888,,WS,NSAU,AAU
618,medium_airport,Faleolo International Airport,-13.829999923706056,-172.00799560546875,58.0,WS,NSFA,APW
619,medium_airport,Fitiuta Airport,-14.2172,-169.425003,110.0,AS,NSFQ,FTI
620,small_airport,Maota Airport,-13.742300033569336,-172.25799560546875,,WS,NSMA,MXS
621,medium_airport,Pago Pago International Airport,-14.3310003281,-170.710006714,32.0,AS,NSTU,PPG
622,large_airport,Faa'a International Airport,-17.553699,-149.606995,5.0,PF,NTAA,PPT
623,small_airport,Rimatara Airport,-22.63725,-152.8059,60.0,PF,NTAM,RMT
624,medium_airport,Rurutu Airport,-22.43409919738769,-151.36099243164062,18.0,PF,NTAR,RUR
625,medium_airport,Tubuai Airport,-23.36540031433105,-149.5240020751953,7.0,PF,NTAT,TUB
626,small_airport,Raivavae Airport,-23.8852005005,-147.662002563,7.0,PF,NTAV,RVV
627,medium_airport,Anaa Airport,-17.35260009765625,-145.50999450683594,10.0,PF,NTGA,AAA
628,medium_airport,Fangatau Airport,-15.819899559020996,-140.88699340820312,9.0,PF,NTGB,FGU
629,medium_airport,Tikehau Airport,-15.119600296020508,-148.2310028076172,6.0,PF,NTGC,TIH
630,small_airport,Apataki Airport,-15.5736,-146.414993,8.0,PF,NTGD,APK
631,medium_airport,Reao Airport,-18.46590042114257,-136.44000244140625,12.0,PF,NTGE,REA
632,medium_airport,Fakarava Airport,-16.054100036621094,-145.65699768066406,13.0,PF,NTGF,FAV
633,small_airport,Nengo-Nengo Airport,-18.7506,-141.7591,21.0,PF,NTGG,
634,small_airport,Hikueru Atoll Airport,-17.544700622558594,-142.61399841308594,5.0,PF,NTGH,HHZ
635,medium_airport,Manihi Airport,-14.436800003051758,-146.07000732421875,14.0,PF,NTGI,XMH
636,medium_airport,Totegegie Airport,-23.07990074157715,-134.88999938964844,7.0,PF,NTGJ,GMR
637,medium_airport,Kaukura Airport,-15.663299560546877,-146.88499450683594,11.0,PF,NTGK,KKR
638,medium_airport,Makemo Airport,-16.583900451660156,-143.6580047607422,3.0,PF,NTGM,MKP
639,small_airport,Napuka Island Airport,-14.176799774169922,-141.26699829101562,7.0,PF,NTGN,NAU
640,small_airport,Tatakoto Airport,-17.355300903320312,-138.44500732421875,12.0,PF,NTGO,TKV
641,medium_airport,Puka Puka Airport,-14.809499740600586,-138.81300354003906,5.0,PF,NTGP,PKP
642,small_airport,Pukarua Airport,-18.29560089111328,-137.01699829101562,5.0,PF,NTGQ,PUK
643,small_airport,Aratika-Perles Airport,-15.6332998276,-145.5,7.0,PF,NTGR,
644,small_airport,Marutea Airport,-21.48219490051269,-135.63705444335938,10.0,PF,NTGS,
645,medium_airport,Takapoto Airport,-14.709500312805176,-145.24600219726562,12.0,PF,NTGT,TKP
646,medium_airport,Arutua Airport,-15.248299598693848,-146.61700439453125,9.0,PF,NTGU,AXR
647,medium_airport,Mataiva Airport,-14.8681001663208,-148.7169952392578,11.0,PF,NTGV,MVT
648,small_airport,Nukutavake Airport,-19.28499984741211,-138.77200317382812,17.0,PF,NTGW,NUK
649,small_airport,Tureia Airport,-20.78969955444336,-138.57000732421875,12.0,PF,NTGY,ZTA
650,medium_airport,Ahe Airport,-14.428099632263184,-146.2570037841797,11.0,PF,NTHE,AHE
651,small_airport,Kauehi Airport,-15.780799865722656,-145.12399291992188,13.0,PF,NTKA,KHZ
652,small_airport,Faaite Airport,-16.68670082092285,-145.32899475097656,7.0,PF,NTKF,FAC
653,small_airport,Fakahina Airport,-15.992199897766112,-140.1649932861328,3.0,PF,NTKH,FHZ
654,small_airport,Aratika Nord Airport,-15.4853000641,-145.470001221,10.0,PF,NTKK,RKA
655,small_airport,Takume Airport,-15.8547000885,-142.268005371,7.0,PF,NTKM,TJN
656,small_airport,Naiu Airport,-16.1191,-146.3683,50.0,PF,NTKN,NIU
657,small_airport,Raroia Airport,-16.045,-142.476944,18.0,PF,NTKO,RRR
658,medium_airport,Takaroa Airport,-14.45580005645752,-145.02499389648438,13.0,PF,NTKR,TKX
659,small_airport,Katiu Airport,-16.3393993378,-144.402999878,7.0,PF,NTKT,KXU
660,small_airport,Nukutepipi Airport,-20.7,-143.047,32.0,PF,NTKU,NKP
661,medium_airport,Nuku Hiva Airport,-8.795599937438965,-140.22900390625,220.0,PF,NTMD,NHV
662,medium_airport,Hiva Oa-Atuona Airport,-9.76879024506,-139.011001587,1481.0,PF,NTMN,AUQ
663,small_airport,Ua Pou Airport,-9.35167,-140.078003,16.0,PF,NTMP,UAP
664,small_airport,Ua Huka Airport,-8.93611,-139.552002,160.0,PF,NTMU,UAH
665,medium_airport,Bora Bora Airport,-16.444400787353516,-151.75100708007812,10.0,PF,NTTB,BOB
666,small_airport,Tetiaroa Airport,-17.0132999420166,-149.58700561523438,7.0,PF,NTTE,TTI
667,medium_airport,Rangiroa Airport,-14.954299926757812,-147.66099548339844,10.0,PF,NTTG,RGI
668,medium_airport,Huahine-Fare Airport,-16.68720054626465,-151.02200317382812,7.0,PF,NTTH,HUH
669,medium_airport,Moorea Airport,-17.49,-149.761993,9.0,PF,NTTM,MOZ
670,medium_airport,Hao Airport,-18.074800491333008,-140.9459991455078,10.0,PF,NTTO,HOI
671,medium_airport,Maupiti Airport,-16.42650032043457,-152.24400329589844,15.0,PF,NTTP,MAU
672,medium_airport,Raiatea Airport,-16.7229,-151.466003,3.0,PF,NTTR,RFP
673,small_airport,Tupai Airport,-16.2423,-151.8338,32.0,PF,NTTU,TPX
674,small_airport,Mururoa Atoll Airport,-21.8586,-138.8202,7.0,PF,NTTX,UOA
675,small_airport,Vahitahi Airport,-18.780000686645508,-138.85299682617188,9.0,PF,NTUV,VHZ
676,small_airport,Nuguria Airstrip,-3.4075,154.7383,30.0,PG,AYNI,NUG
677,small_airport,Mota Lava Airport,-13.6660003662,167.712005615,63.0,VU,NVSA,MTV
678,small_airport,Sola Airport,-13.8516998291,167.537002563,7.0,VU,NVSC,SLH
679,small_airport,Torres Airstrip,-13.3280000687,166.638000488,75.0,VU,NVSD,TOH
680,small_airport,Siwo Airport,-17.0902996063,168.343002319,7.0,VU,NVSE,EAE
681,small_airport,Craig Cove Airport,-16.264999,167.923996,69.0,VU,NVSF,CCV
682,small_airport,Longana Airport,-15.3066997528,167.966995239,167.0,VU,NVSG,LOD
683,small_airport,Sara Airport,-15.4708003998,168.151992798,493.0,VU,NVSH,SSR
684,small_airport,Tavie Airport,-16.438999176,168.257003784,160.0,VU,NVSI,PBJ
685,small_airport,Lamap Airport,-16.4611228,167.829253,7.0,VU,NVSL,LPM
686,small_airport,Lamen Bay Airport,-16.584199905400002,168.158996582,7.0,VU,NVSM,LNB
687,small_airport,Maewo-Naone Airport,-15.0,168.082992554,509.0,VU,NVSN,MWF
688,small_airport,Lonorore Airport,-15.8655996323,168.17199707,43.0,VU,NVSO,LNE
689,small_airport,Norsup Airport,-16.0797,167.401001,23.0,VU,NVSP,NUS
690,medium_airport,Gaua Island Airport,-14.218099594099998,167.587005615,100.0,VU,NVSQ,ZGU
691,small_airport,Redcliffe Airport,-15.4720001221,167.835006714,36.0,VU,NVSR,RCL
692,medium_airport,Santo Pekoa International Airport,-15.505000114399998,167.220001221,184.0,VU,NVSS,SON
693,small_airport,Tongoa Airport,-16.8910999298,168.550994873,443.0,VU,NVST,TGH
694,small_airport,Uléi Airport,-16.3297,168.3011,170.0,VU,NVSU,ULB
695,small_airport,Valesdir Airport,-16.796100616500002,168.177001953,10.0,VU,NVSV,VLS
696,small_airport,Walaha Airport,-15.4119997025,167.690994263,151.0,VU,NVSW,WLH
697,small_airport,Southwest Bay Airport,-16.4864,167.4472,68.0,VU,NVSX,SWJ
698,small_airport,North West Santo Airport,-14.881699562099998,166.557998657,50.0,VU,NVSZ,OLJ
699,small_airport,Aneityum Airport,-20.2492008209,169.770996094,7.0,VU,NVVA,AUY
700,small_airport,Aniwa Airport,-19.2346,169.6009,69.0,VU,NVVB,AWD
701,small_airport,Dillon's Bay Airport,-18.7693996429,169.00100708,630.0,VU,NVVD,DLY
702,small_airport,Futuna Airport,-19.5163993835,170.231994629,95.0,VU,NVVF,FTA
703,small_airport,Ipota Airport,-18.856389,169.283333,23.0,VU,NVVI,IPA
704,small_airport,Forari Airport,-17.701099395751953,168.52699279785156,351.0,VU,NVVJ,
705,small_airport,Lenakel Airport,-19.5161,169.2625,246.0,VU,NVVK,
706,large_airport,Bauerfield International Airport,-17.699301,168.320007,70.0,VU,NVVV,VLI
707,medium_airport,Tanna Airport,-19.45509910583496,169.2239990234375,19.0,VU,NVVW,TAH
708,small_airport,Nowata Airport,-9.984166666669998,149.729166667,2040.0,PG,AYNW,NWT
709,medium_airport,Tiga Airport,-21.096099853515625,167.8040008544922,128.0,NC,NWWA,TGJ
710,small_airport,Bourail - Poé Airport,-21.60969924926757,165.39700317382812,7.0,NC,NWWB,
711,medium_airport,Île Art - Waala Airport,-19.720600128173828,163.66099548339844,306.0,NC,NWWC,BMY
712,medium_airport,Koné Airport,-21.05430030822754,164.83700561523438,23.0,NC,NWWD,KNQ
713,medium_airport,Île des Pins Airport,-22.58889961242676,167.45599365234375,315.0,NC,NWWE,ILP
714,small_airport,Nesson Airport,-21.25639915466309,165.61700439453125,10.0,NC,NWWH,HLU
715,medium_airport,Koumac Airport,-20.546300888061523,164.25599670410156,42.0,NC,NWWK,KOC
716,medium_airport,Lifou Airport,-20.774799346923828,167.24000549316406,92.0,NC,NWWL,LIF
717,large_airport,Nouméa Magenta Airport,-22.258301,166.473007,10.0,NC,NWWM,GEA
718,small_airport,Poum Airport,-20.28919982910156,164.0989990234375,6.0,NC,NWWP,PUV
719,small_airport,Mueo Airport,-21.3164005279541,164.99899291992188,,NC,NWWQ,PDC
720,medium_airport,Maré Airport,-21.4817008972168,168.03799438476562,141.0,NC,NWWR,MEE
721,small_airport,Oua Tom Airport,-21.819700241088867,165.86099243164062,98.0,NC,NWWT,
722,medium_airport,Touho Airport,-20.790000915527344,165.25900268554688,10.0,NC,NWWU,TOU
723,medium_airport,Ouvéa Airport,-20.640600204467773,166.572998046875,23.0,NC,NWWV,UVE
724,medium_airport,La Tontouta International Airport,-22.01460075378418,166.21299743652344,52.0,NC,NWWW,NOU
725,small_airport,Ouaco Airport,-20.850000381469727,164.5330047607422,69.0,NC,NWWY,
726,small_airport,Natya Airport,-34.968299865722656,143.23300170898438,,AU,NYA,
727,small_airport,Mesopotamia Station Airstrip,-43.64117050170898,170.90237426757812,,NZ,,
728,small_airport,Arrowsmith Station,-43.46634292602539,171.162353515625,,NZ,,
729,small_airport,Hawea Downs,-44.6609000923,169.239664078,,NZ,,
730,small_airport,Hakatere Airstrip,-43.57743835449219,171.17091369628906,2000.0,NZ,,
731,small_airport,Lake Haupiri/Gloriavale Christian Community Airport,-42.6012001038,171.699005127,600.0,NZ,NZHP,
732,small_airport,Dunsandel,-43.68368911743164,172.1490020751953,,NZ,,
733,small_airport,Cattle Creek Airstrip,-44.51150131225586,170.6699981689453,,NZ,,
734,small_airport,Manuka Point Lodge Airstrip,-43.274559020996094,171.21755981445312,1800.0,NZ,,
735,small_airport,Dingleburn Station Airstrip,-44.4380989074707,169.39100646972656,1000.0,NZ,,
736,small_airport,Worthy Lodge airstrip (Ladbrooks),-43.63935089111328,172.52540588378906,20.0,NZ,,
737,small_airport,Kings (Ladbrooks),-43.63925552368164,172.53067016601562,20.0,NZ,,
738,small_airport,Culverden,-42.76765060424805,172.8919677734375,597.0,NZ,,
739,small_airport,Big Bay Beach strip,-44.2949829102,168.114944458,1.0,NZ,,
740,small_airport,Taitapu Ag strip,-43.67060089111328,172.58999633789062,,NZ,,
741,small_airport,Cape Campbell airstrip,-41.74589920043945,174.27200317382812,,NZ,,
742,small_airport,Neils Beach,-43.9976921081543,168.66038513183594,,NZ,,
743,small_airport,Gorge River Airstrip,-44.18457364339999,168.192443848,,NZ,,
744,small_airport,Center Island Airstrip,-46.4549,167.8495,30.0,NZ,,
745,small_airport,Glenshe Airstrip,-45.0419,170.2403,1637.0,NZ,,
746,small_airport,Cromwell/Louburn Airport,-44.9791,169.2176,1010.0,NZ,,
747,small_airport,Gorge River Airstrip,-44.1845736,168.1924438,0.0,NZ,,
748,small_airport,Pitt Island Airstrip,-44.293668,-176.203505,,NZ,,
749,small_airport,Raoul Island Airstrip,-29.243523,-177.938679,,NZ,,
750,large_airport,Auckland International Airport,-37.008099,174.792007,23.0,NZ,NZAA,AKL
751,small_airport,Mount Tarawera Airport,-38.233001708984375,176.51699829101562,3100.0,NZ,NZAE,
752,small_airport,Matarangi Airport,-36.7317008972168,175.64999389648438,10.0,NZ,NZAG,
753,small_airport,Alfredton Airport,-40.69810104370117,175.8560028076172,500.0,NZ,NZAN,
754,medium_airport,Taupo Airport,-38.73970031738281,176.08399963378906,1335.0,NZ,NZAP,TUO
755,medium_airport,Ardmore Airport,-37.02970123291016,174.97300720214844,111.0,NZ,NZAR,AMZ
756,small_airport,Ashburton Aerodrome,-43.90330123901367,171.7969970703125,302.0,NZ,NZAS,ASG
757,small_airport,Balclutha Aerodrome,-46.24330139160156,169.75,22.0,NZ,NZBA,
758,small_airport,Centre Bush Aerodrome,-46.040000915527344,168.31199645996094,255.0,NZ,NZCB,
759,large_airport,Christchurch International Airport,-43.48939895629883,172.53199768066406,123.0,NZ,NZCH,CHC
760,medium_airport,Chatham Islands-Tuuta Airport,-43.810001373291016,-176.45700073242188,43.0,NZ,NZCI,CHT
761,small_airport,Cromwell Racecourse Aerodrome,-45.04859924316406,169.17100524902344,856.0,NZ,NZCS,
762,small_airport,Coromandel Aerodrome,-36.79169845581055,175.50900268554688,10.0,NZ,NZCX,CMV
763,small_airport,Dargaville Aerodrome,-35.939701080322266,173.8939971923828,10.0,NZ,NZDA,DGR
764,medium_airport,Dunedin Airport,-45.9281005859375,170.197998046875,4.0,NZ,NZDN,DUD
765,small_airport,Dannevirke Aerodrome,-40.22829818725586,176.07899475097656,640.0,NZ,NZDV,
766,small_airport,Wharepapa South Airport,-38.14830017089844,175.5500030517578,443.0,NZ,NZES,
767,small_airport,Forest Field Aerodrome,-43.38579940795898,172.36099243164062,381.0,NZ,NZFF,
768,small_airport,Feilding Airport,-40.25579833984375,175.60499572753906,214.0,NZ,NZFI,
769,small_airport,Franz Josef Aerodrome,-43.36309814453125,170.13400268554688,240.0,NZ,NZFJ,WHO
770,small_airport,Foxpine Aerodrome,-40.45669937133789,175.27000427246094,39.0,NZ,NZFP,
771,small_airport,Flat Point Aerodrome,-41.24330139160156,175.9600067138672,46.0,NZ,NZFT,
772,small_airport,Galatea Airfield,-38.403900146484375,176.74400329589844,594.0,NZ,NZGA,
773,small_airport,Great Barrier Aerodrome,-36.24140167236328,175.4720001220703,20.0,NZ,NZGB,GBZ
774,small_airport,Gore3 Airport,-46.156700134277344,168.8979949951172,200.0,NZ,NZGC,
775,small_airport,Greymouth Airport,-42.461700439453125,171.19000244140625,10.0,NZ,NZGM,GMN
776,small_airport,Great Mercury Airport,-36.59749984741211,175.76699829101562,180.0,NZ,NZGR,
777,medium_airport,Gisborne Airport,-38.66329956054688,177.97799682617188,15.0,NZ,NZGS,GIS
778,medium_airport,Glentanner Airport,-43.906700134277344,170.1280059814453,1824.0,NZ,NZGT,GTN
779,small_airport,Glenorchy Airport,-44.871700286865234,168.3979949951172,1260.0,NZ,NZGY,
780,small_airport,Hawera Airport,-39.55329895019531,174.26699829101562,371.0,NZ,NZHA,
781,medium_airport,Hokitika Airfield,-42.713600158691406,170.98500061035156,146.0,NZ,NZHK,HKK
782,medium_airport,Hamilton International Airport,-37.8666992188,175.332000732,172.0,NZ,NZHN,HLZ
783,small_airport,Hanmer Springs Airport,-42.55080032348633,172.82699584960938,1109.0,NZ,NZHR,
784,small_airport,Hastings Aerodrome,-39.646702,176.766998,72.0,NZ,NZHS,
785,small_airport,Haast Aerodrome,-43.86529922485352,169.04100036621094,13.0,NZ,NZHT,
786,small_airport,Kelly Field,-37.25609970092773,175.07200622558594,52.0,NZ,NZKC,
787,small_airport,Motu Kaikoura Island Aerodrome,-36.1781005859375,175.32400512695312,400.0,NZ,NZKD,
788,small_airport,Waiheke Reeve Airport,-36.80889892578125,175.08599853515625,226.0,NZ,NZKE,WIK
789,small_airport,Kaipara Flats Airport,-36.40639877319336,174.58700561523438,112.0,NZ,NZKF,
790,small_airport,Kaikoura Airport,-42.42499923706055,173.60499572753906,20.0,NZ,NZKI,KBZ
791,medium_airport,Kerikeri Airport,-35.26279830932617,173.91200256347656,492.0,NZ,NZKK,KKE
792,small_airport,Karamea Airport,-41.236698150634766,172.10499572753906,30.0,NZ,NZKM,
793,small_airport,Kaikohe Airport,-35.45109939575195,173.81700134277344,571.0,NZ,NZKO,KKO
794,medium_airport,Kaitaia Airport,-35.06999969482422,173.28500366210938,270.0,NZ,NZKT,KAT
795,small_airport,Kowhai Aerodrome,-39.846099853515625,176.42300415039062,840.0,NZ,NZKY,
796,small_airport,Limestone Downs Airport,-37.47999954223633,174.7449951171875,596.0,NZ,NZLD,
797,small_airport,Lake Station Airport,-41.75920104980469,172.74600219726562,1709.0,NZ,NZLE,
798,medium_airport,Alexandra Airport,-45.211700439453125,169.3730010986328,752.0,NZ,NZLX,ALR
799,small_airport,Matamata Glider Airport,-37.73440170288086,175.74200439453125,180.0,NZ,NZMA,MTA
800,medium_airport,Mount Cook Airport,-43.76499938964844,170.13299560546875,2153.0,NZ,NZMC,MON
801,small_airport,Mercer1 PDZ Airport,-37.25749969482422,175.11500549316406,30.0,NZ,NZME,
802,small_airport,Milford Sound Airport,-44.673301696777344,167.92300415039062,10.0,NZ,NZMF,MFN
803,small_airport,Martins Bay Aerodrome,-44.36579895019531,168.01800537109375,348.0,NZ,NZMJ,
804,small_airport,Motueka Airport,-41.12329864501953,172.98899841308594,39.0,NZ,NZMK,MZP
805,small_airport,Molesworth Airport,-42.08300018310547,173.2830047607422,2813.0,NZ,NZML,
806,medium_airport,Manapouri Airport,-45.53310012817383,167.64999389648438,687.0,NZ,NZMO,TEU
807,small_airport,Murchison Airport,-41.79669952392578,172.31500244140625,531.0,NZ,NZMR,
808,medium_airport,Hood Airport,-40.97330093383789,175.63400268554688,364.0,NZ,NZMS,MRO
809,small_airport,Martinborough Airport,-41.21419906616211,175.48599243164062,,NZ,NZMT,
810,small_airport,Makarora Airstrip,-44.2317008972168,169.22999572753906,1142.0,NZ,NZMW,
811,small_airport,Matakana Island Airport,-37.59999847412109,176.08299255371094,95.0,NZ,NZMZ,
812,small_airport,North Shore Aerodrome,-36.656700134277344,174.65499877929688,210.0,NZ,NZNE,
813,medium_airport,New Plymouth Airport,-39.00859832763672,174.1790008544922,97.0,NZ,NZNP,NPL
814,medium_airport,Hawke's Bay Airport,-39.465801,176.869995,6.0,NZ,NZNR,NPE
815,medium_airport,Nelson Airport,-41.298301696777344,173.2209930419922,17.0,NZ,NZNS,NSN
816,medium_airport,Invercargill Airport,-46.41239929199219,168.31300354003906,5.0,NZ,NZNV,IVC
817,small_airport,Omarama Glider Airport,-44.486698150634766,169.98599243164062,1381.0,NZ,NZOA,
818,medium_airport,RNZAF Base Ohakea,-40.20600128173828,175.38800048828125,164.0,NZ,NZOH,OHA
819,small_airport,Motiti Island Airport,-37.632999420166016,176.41700744628906,135.0,NZ,NZOI,
820,small_airport,Omaka Blenheim Airport,-41.540000915527344,173.9219970703125,102.0,NZ,NZOM,
821,small_airport,Opotiki Airport,-38.022499084472656,177.3070068359375,30.0,NZ,NZOP,
822,small_airport,Otaki Airport,-40.785582,175.1513,114.0,NZ,NZOT,
823,medium_airport,Oamaru Airport,-44.970001220703125,171.08200073242188,99.0,NZ,NZOU,OAM
824,small_airport,Okiwi Station Airport,-36.14640045166016,175.41900634765625,10.0,NZ,NZOX,
825,small_airport,Paihia Private Airport,-35.28219985961914,174.09100341796875,20.0,NZ,NZPA,
826,small_airport,Pudding Hill Aerodrome,-43.594200134277344,171.531005859375,1558.0,NZ,NZPH,
827,small_airport,Parakai Aerodrome,-36.65190124511719,174.43600463867188,49.0,NZ,NZPI,
828,medium_airport,Palmerston North Airport,-40.32059860229492,175.61700439453125,151.0,NZ,NZPM,PMR
829,small_airport,Picton Aerodrome,-41.346099853516,173.95599365234,161.0,NZ,NZPN,PCN
830,small_airport,Porangahau Aerodrome,-40.280799865722656,176.65199279785156,200.0,NZ,NZPO,
831,medium_airport,Paraparaumu Airport,-40.90470123291016,174.98899841308594,22.0,NZ,NZPP,PPQ
832,medium_airport,Queenstown International Airport,-45.021099,168.738998,1171.0,NZ,NZQN,ZQN
833,small_airport,Raglan Airfield,-37.8046989440918,174.86000061035156,10.0,NZ,NZRA,RAG
834,small_airport,Ryan's Creek Aerodrome,-46.8997,168.100998,62.0,NZ,NZRC,SZS
835,small_airport,Rangitata Island Airport,-44.084999084472656,171.41600036621094,288.0,NZ,NZRI,
836,small_airport,Rangitaiki Airfield,-38.88639831542969,176.36399841308594,2323.0,NZ,NZRK,
837,medium_airport,Rotorua Regional Airport,-38.10919952392578,176.31700134277344,935.0,NZ,NZRO,ROT
838,small_airport,Rangiora Airfield,-43.290000915527344,172.54200744628906,180.0,NZ,NZRT,
839,small_airport,Waiouru Airport,-39.4463996887207,175.6580047607422,2686.0,NZ,NZRU,
840,small_airport,Ruawai Aerodrome,-36.097198486328125,173.9770050048828,62.0,NZ,NZRW,
841,small_airport,Roxburgh Aerodrome,-45.51169967651367,169.31700134277344,463.0,NZ,NZRX,
842,small_airport,Stratford Airport,-39.31890106201172,174.30999755859375,951.0,NZ,NZSD,
843,small_airport,Springhill Airport,-36.32360076904297,174.55599975585938,102.0,NZ,NZSL,
844,small_airport,Te Aroha Airfield,-37.474700927734375,175.6179962158203,30.0,NZ,NZTA,
845,small_airport,Te Kowhai Airfield,-37.74420166015625,175.16099548339844,49.0,NZ,NZTE,
846,medium_airport,Tauranga Airport,-37.67190170288086,176.1959991455078,13.0,NZ,NZTG,TRG
847,small_airport,Thames Aerodrome,-37.156700134277344,175.5500030517578,10.0,NZ,NZTH,TMZ
848,small_airport,Taieri Airport,-45.86000061035156,170.35800170898438,92.0,NZ,NZTI,
849,small_airport,Takaka Airport,-40.81330108642578,172.77499389648438,102.0,NZ,NZTK,KTF
850,small_airport,Tekapo Aerodrome,-44.0052986145,170.444000244,2496.0,NZ,NZTL,
851,small_airport,Taumarunui Airport,-38.83940124511719,175.26199340820312,902.0,NZ,NZTM,
852,small_airport,Turangi Airport,-38.968299865722656,175.81399536132812,1220.0,NZ,NZTN,
853,small_airport,Tokoroa Airfield,-38.236698150634766,175.89199829101562,1220.0,NZ,NZTO,TKZ
854,small_airport,Taharoa Aerodrome,-38.18109893798828,174.70799255371094,69.0,NZ,NZTS,THH
855,small_airport,Te Kuiti Airfield,-38.30329895019531,175.14700317382812,161.0,NZ,NZTT,
856,medium_airport,Timaru Airport,-44.30279922485352,171.22500610351562,89.0,NZ,NZTU,TIU
857,medium_airport,Pukaki Airport,-44.2350006104,170.117996216,1575.0,NZ,NZUK,TWZ
858,small_airport,Pauanui Beach Glider Airport,-37.02170181274414,175.86399841308594,20.0,NZ,NZUN,
859,small_airport,Mandeville Aerodrome,-45.99029922485352,168.81199645996094,351.0,NZ,NZVL,
860,small_airport,Taihape Airport,-39.685001373291016,175.78900146484375,1550.0,NZ,NZVR,
861,medium_airport,Woodbourne Airport,-41.5182991027832,173.8699951171875,109.0,NZ,NZWB,BHE
862,medium_airport,Wanaka Airport,-44.722198486328,169.24600219727,1142.0,NZ,NZWF,WKA
863,small_airport,Wellsford Airport,-36.29690170288086,174.5229949951172,194.0,NZ,NZWJ,
864,medium_airport,Whakatane Airport,-37.92060089111328,176.91400146484375,20.0,NZ,NZWK,WHK
865,small_airport,West Melton Aerodrome,-43.47669982910156,172.39700317382812,312.0,NZ,NZWL,
866,small_airport,Waimate Airport,-44.790000915527344,171.0919952392578,79.0,NZ,NZWM,
867,large_airport,Wellington International Airport,-41.3272018433,174.804992676,41.0,NZ,NZWN,WLG
868,medium_airport,Wairoa Airport,-39.00690078735352,177.40699768066406,42.0,NZ,NZWO,WIR
869,medium_airport,RNZAF Base Auckland-Whenuapai,-36.78779983520508,174.6300048828125,100.0,NZ,NZWP,
870,medium_airport,Whangarei Airport,-35.7682991027832,174.36500549316406,133.0,NZ,NZWR,WRE
871,medium_airport,Westport Airport,-41.73809814453125,171.58099365234375,13.0,NZ,NZWS,WSZ
872,small_airport,Whitianga Airport,-36.83169937133789,175.6790008544922,10.0,NZ,NZWT,WTZ
873,medium_airport,Wanganui Airport,-39.96220016479492,175.02499389648438,27.0,NZ,NZWU,WAG
874,small_airport,Waihi Beach Airport,-37.43000030517578,175.95199584960938,3.0,NZ,NZWV,
875,small_airport,Waipukurau Airport,-39.996700286865234,176.53700256347656,430.0,NZ,NZYP,
876,small_airport,Ogeranang Airport,-6.46675,147.364166667,5850.0,PG,AYOG,OGE
877,small_airport,Okao Airport,-5.55666666667,141.032777778,450.0,PG,AYOF,OKV
878,small_airport,Olsobip Airport,-5.3897222222200005,141.515277778,1500.0,PG,AYOV,OLQ
879,small_airport,Ononge Airport,-8.67436111111,147.262416667,5800.0,PG,AYQQ,ONB
880,small_airport,Omora Airport,-7.82777777778,147.080638889,2540.0,PG,AYOM,OSE
881,small_airport,Ossima Airport,-2.91555555556,141.297305556,205.0,PG,AYZS,OSG
882,small_airport,Oria Airport,-6.577613,155.771022,551.0,PG,,OTY
883,small_airport,Orientos Airport,-28.0598,141.5361,375.0,AU,,OXO
884,small_airport,Koralta Station Airpirt,-31.624885,142.296143,400.0,AU,OZKL,
885,medium_airport,Canton Island Airport,-2.7681200504300003,-171.710006714,9.0,KI,PCIS,CIS
886,small_airport,Pindiu Airport,-6.445138888890001,147.515833333,2995.0,PG,AYPD,PDI
887,small_airport,Agali Airstrip,-5.344377463640001,142.214241028,2750.0,PG,AYAL,
888,small_airport,Agotu Airstrip,-6.5,145.241388889,5675.0,PG,,
889,small_airport,Akwom Airstrip,-3.94,141.832777778,160.0,PG,AYAC,
890,small_airport,Ali Airstrip,-7.91666666667,142.339166667,80.0,PG,AYAH,
891,small_airport,Cape Rodney Airport,-10.179823004,148.379030228,22.0,PG,,CPN
892,small_airport,Emirau Airport,-1.653949991,149.9757667,172.0,PG,AYEE,EMI
893,small_airport,Erave Airport,-6.60646315446,143.900213242,3650.0,PG,AYEV,ERE
894,small_airport,Esa'ala Airport,-9.87432702318,150.954208374,10.0,PG,,ESA
895,small_airport,Garaina Airport,-7.875625027460001,147.141265869,2497.0,PG,AYGI,GAR
896,small_airport,Gobe Airport,-6.8782,143.7219,194.0,PG,AYGB,
897,small_airport,Gonaili Airport,-5.527716614,151.5733333,40.0,PG,AYGL,GOE
898,small_airport,Ambua Airstrip,-5.96222222222,143.063888889,6600.0,PG,AYAJ,
