Date / Time,Country,City,State,Shape,Summary,lat,lng
12/15/16 19:00,USA,Winchester,KS,Triangle,"I was driving down Hwy 192 just outside Winchester, ks about 7:30 pm. I saw 
a massive V shaped craft go overhead. Had three lights of",39.3222209,-95.2669154
12/15/16 19:00,USA,Middlefield,CT,Light,Bright lights.,41.717613,-81.2086884
12/15/16 18:00,USA,Corbin,KY,Flash,"I seen a very brite streak through the air I have seen meteorites this was 
no meteor. ((anonymous report))",36.9486986,-84.096876
12/15/16 17:50,USA,Simpsonville,SC,Disk,"Trail and horizontal lighted craft. ((anonymous report)) ((NUFORC Note: 
Possible sighting of a contrail?? PD))",34.7370639,-82.2542833
12/15/16 17:00,USA,Panama City,FL,Circle,"2nd time this week, same spot see time same circle yellowish super bright 
then dims out and gets bright. ((NUFORC Note: Venus. PD))",30.165156,-85.6605594
12/15/16 07:12,USA,Chandler,AZ,Unknown,"Dropping off my son at school and we saw a black line going north to south 
across the moon",33.3067132,-111.8408488
12/15/16 05:37,USA,Ozark,AL,Unknown,"It looked like a plane moving slowly in the sky, until the light began the 
get smaller and smaller then it was completely gone!",33.547741,-86.5591659
12/14/16 20:15,USA,Cumming,GA,Light,"Walking tonight and wife asked what was falling from the sky. By the time I 
looked I saw an orange light moving across the sky, just b",34.2073196,-84.1401925
12/14/16 19:54,USA,North Chesterfield,VA,Formation,"Odd Lights over Bon Air, VA.",38.6560565,-90.5742028
12/14/16 19:21,USA,Dabney,KY,Triangle,"Two triangle-shaped aircraft with unusual lights seen flying very low to 
the ground.",37.1839682,-84.5499416
12/14/16 17:00,USA,Clinton,CT,Circle,Was not a jet.,42.26306,-71.8052219
12/14/16 09:00,USA,San Diego,CA,Oval,"Angel, protector.",32.7174209,-117.1627713
12/14/16 06:00,USA,South Burlington,VT,Light,"6am I was taking pictures of the moon. No stars out and a little cloudy. I 
didn't seen anything unusual at all. I looked at photo and i",44.4669941,-73.1709603
12/14/16 05:35,USA,Prescott Valley,AZ,Unknown,"Three blinking lights (in order) hovering w/ a metal pinging sounds in the 
dark morning sky for 8-10 minutes before disappearing.",34.6100243,-112.3157209
12/14/16 05:00,USA,Monroe Twp,NJ,Unknown,"Loud chopper-like sound over Monroe twp, NJ.",40.3183284,-74.42021822
12/14/16 01:00,USA,Berthoud,CO,Disk,"Large glowing disk in the sky moving slowly westward then suddenly 
disappeared. ((anonymous report))",40.3083174,-105.0810923
12/13/16 23:00,USA,Liberty Lake,WA,Triangle,"Standing on my back porch to smoke a cig look up above to see a slow silent 
triangle and immidietly rushed friend to see it go by.",47.6631371,-117.0855724
12/13/16 22:20,USA,Chicago,IL,Light,Bright white light moving over Chicago.,41.8755546,-87.6244211
12/13/16 22:00,USA,La Jolla,CA,Light,Bright floating white light.,32.8472711,-117.2742085
12/13/16 21:15,USA,Fort Lauderdale,FL,Circle,Rapidly moving green light flying south to north at very rapid pace.,26.1254381,-80.1381514
12/13/16 21:00,USA,Cedar Rapids,IA,Triangle,"((HOAX??)) WATCHING THE METEOER SHOWER WHEN WE SAW 3 TRIANGLE SHAPED 
OBJECTS THAT WERE IN A TRIANGLE FORMATION FLY BY FAST.",41.9758872,-91.6704052
12/13/16 19:00,USA,Panama City,FL,Circle,"Bright, beaming ball. ((anonymous report))",30.165156,-85.6605594
12/13/16 19:00,USA,Hale,MI,Light,"I saw orange lights that split into multiple lights while moving in an odd 
patterns unlike conventional a/c.",44.3777947,-83.8047086
12/13/16 19:00,USA,Dubuque,IA,Light,"Stopped at the light at the intersection of Highway 20 facing north from 
Cedar Cross Road. An extraordinary fast moving bright white",42.5006217,-90.6647966
12/13/16 18:30,USA,St. Johns,FL,Chevron,"We were walking across parking lot to restaurant and paused to take pics of 
full moon...1st pic a selfie, no craft....10ft further stop",29.9032284,-81.4145467
12/13/16 05:35,USA,West Des Moines,IA,Light,"Large ball of light falling to earth at a incrediable speed. ((NUFORC Note: 
Possible meteor?? PD))",41.5645337,-93.759528
12/13/16 03:37,USA,Pasadena,CA,Unknown,"Observed a pair of red light N of Pasadena no sound it was flying W then 
came to a stop went in the opposite dir. ((anonymous report))",34.1476452,-118.1444778
2016-12-12 21.30.00,USA,Hagerstown,MD,Fireball,Green fire aux.,39.6419219,-77.720264
2016-12-12 20.45.00,USA,Jacksonville,FL,Light,"Looking in the east night sky, two airplanes where flying in an echelon 
formation, approximately 10,000 feet. Appearing between the two",30.3321838,-81.6556509
2016-12-12 19.07.00,USA,Taos,NM,Light,"Large light, equivalent to car lights 1 mile away, in sky, stationary.",36.4072485,-105.5730664
2016-12-12 19.06.00,USA,Stevens Pass,WA,Changing,"Shifting orb witnessed at Stevens Pass, WA. ((NUFORC Note: Report from 
commercial pilot. PD))",47.7456352,-121.0891717
2016-12-12 19.00.00,USA,Marietta,GA,Light,"The light remained in same location for at least two hours. ((NUFORC Note: 
Probably a star or planet, we suspect. PD))",33.9528472,-84.5496147
2016-12-12 18.50.00,USA,West Collingswood,NJ,Sphere,"There were 2 red light sphere shaped craft over the West 
Collingswood/Oakllyn area.",39.9062242,-75.0929516
2016-12-12 18.30.00,USA,South Lake Tahoe,CA,Light,Bright pulsating light that was met up or buzzed by secondary craft.,38.929125,-119.9878464
2016-12-12 17.32.00,USA,Salem,OR,Other,Bright spark slowly cruising around the moon,44.9391565,-123.0331209
2016-12-12 07.30.00,USA,Eden Prairie,MN,Light,Bright little point of light turns massive and disappears.,44.8454356,-93.5297242
2016-12-12 06.20.00,USA,Smithville,MO,Circle,Stationary bright light drops to the ground. ((anonymous report)),39.3869442,-94.5810658
2016-11-12 22.30.00,USA,Casey,IA,Light,"Blue/white light flying at an insane rate of speed. Probably ~15,000' high. 
It flew W, and turned in an abrupt, yet smooth curve.",41.5049873,-94.5194148
2016-11-12 20.00.00,USA,St. George,UT,Other,Strange diagonal string like lights.,37.104153,-113.5841312
2016-11-12 18.00.00,USA,Fort Collins,CO,Other,"Line of 3-4 red lights that hovered, then moved up and down twice before 
going black.",40.5508527,-105.0668084
2016-11-12 17.45.00,USA,Helena,MT,Sphere,"Bright orange/reddish circular light over Helena, Montana.",46.5927122,-112.0361089
2016-11-12 16.00.00,USA,Independence,LA,Light,"Light over sky in Louisiana and blinked red 3 times on top when a plane 
flew near",37.2242358,-95.7083130
2016-11-12 14.00.00,USA,Chester,PA,Formation,"Saw UFO, over DE river.....4 flashing lights.",39.849557,-75.3557457
2016-11-12 08.56.00,USA,Trabuco Canyon,CA,Sphere,"Bright white light shines above mountain tops in Sounthern California 
mountains by Ontario/San Bernadino",33.6626232,-117.5893799
2016-11-12 06.15.00,USA,Gallatin Gateway,MT,Circle,"Orbs buzzing, flash around over mountains",45.5915958,-111.1977303
2016-10-12 23.47.00,USA,Hot Springs,SD,Circle,"I came outside on my front porch to get some fresh air and I look at the 
hills which I usually do cause there beautiful and I seen thre",43.431646,-103.4743629
2016-10-12 22.00.00,USA,Erving,MA,Flash,"Bright lights in different colors, moving in S shape, bright lights that 
disappear.",42.6000863,-72.3981415
2016-10-12 21.00.00,USA,Farragut,TN,Light,"Bright light over Farragut. ((NUFORC Note: We susect a sighting of Venus. 
PD))",35.8845238,-84.1535260
2016-10-12 21.00.00,USA,Delta,CO,Fireball,"12/10/2016, Delta, CO, 7 orange/pink fireballs 6 to 7 minutes, seen by 2 
people",38.8368777,-107.8568293
2016-10-12 20.41.00,USA,Virginia Beach,VA,Cigar,Virginia Beach UFO.,36.8529841,-75.9774182
2016-10-12 18.52.00,USA,Kayenta,AZ,Disk,"Gigantict Disc with rotating side lights headed northeast over Kayenta into 
Monument Valley, UT.",36.717954,-110.2606012
2016-10-12 18.30.00,USA,Lahaina,HI,Rectangle,"White/blue bright object travelling west @ 6:30 pm over Pacific Ocean in 
Lahaina, HI",20.872684,-156.6762728
2016-10-12 18.15.00,USA,Navajo,NM,Light,Single row of white lights.,35.9040858,-109.0335346
2016-10-12 18.00.00,USA,Santa Fe,NM,Formation,Have never seen so many at one time flying together.,35.6869996,-105.9377996
2016-10-12 08.40.00,USA,Arlington,VA,Oval,"Oval object making no noise moving N. to S. looked transparent except for 
the edge reflecting sunshine.",38.8903961,-77.0841584
2016-10-12 08.37.00,USA,Hickory,NC,Cone,"Caught a glimpse of what seemed to be a glare, but then slowly faded into 
what looked like a cone shaped craft that gradually increased",35.7331895,-81.3412005
2016-10-12 07.12.00,USA,Pearland,TX,Oval,"White round object comes under front door and flies thru living room (on 
video).",29.5639758,-95.2864298
2016-09-12 22.00.00,USA,Phoenix,AZ,Unknown,"We were looking towards east and seen in the sky a object that was spinning 
or lights were spinning. ((NUFORC Note: Star? PD))",33.4485866,-112.0773455
2016-09-12 21.50.00,USA,Portland,OR,Flash,Pulsing green light over Portland.,45.5202471,-122.6741948
2016-09-12 21.39.00,USA,Oldsmar,FL,Sphere,Blue orb appears on the photos of the moon. ((NUFORC Note: Lens flare. PD)),28.06906015,-82.6501914
2016-09-12 21.30.00,USA,Kingman,AZ,Triangle,"Aircraft w/3 large bright white lights. Lights were shaped like > . It was 
too high to be a commercial airline but as big. Became as",35.189443,-114.0530064
2016-09-12 20.30.00,USA,Fredericksburg,VA,Circle,"Observed what appeared to be a hovering craft when i went outside to smoke. 
Intially the lights were bright read and what appeared to b",38.3031837,-77.4605398
2016-09-12 19.30.00,USA,Lancing,TN,Diamond,"I saw a diamond shaped object with two bright lights that hovered in the 
air, with no sound, even during movement.",36.1206306,-84.6538307
2016-09-12 19.00.00,USA,Tewksbury,MA,Triangle,"On 495 N, caught sight of two unusually bright lights as I was sitting in 
the front passenger seat on the ride home. Kept my eyes fixa",42.6106479,-71.2342247
2016-09-12 16.30.00,USA,Newport,ME,Disk,"Sighted a disk/saucer shaped craft with rotating lights at 4:30 heading to 
Newport.",44.8353424,-69.2739364
2016-09-12 05.25.00,CANADA,Truro,NS,Oval,"Oval/ 1st was oval yellowsish red white glowing and gone. 2nd obj was white 
light like extremely brighter than a star.",45.366668,-63.3000059
2016-08-12 19.30.00,USA,Jerseyville,IL,Triangle,Near perfect triangle 3 solid huge lights.,39.1200471,-90.3284478
2016-08-12 17.30.00,USA,St. Clair,MO,Light,Multiple colerd light on more than one occasion. ((anonymous report)),38.0592942,-93.7945455
2016-08-12 17.15.00,USA,Cromwell,CT,Circle,2 Crafts. ((anonymous report)),41.2861336,-72.3557585
2016-08-12 16.00.00,USA,Atlanta,GA,Sphere,"Seeing orange orbs on the ground and in the air as the airplane was taking 
off unbelievable!",33.7490987,-84.3901848
2016-07-12 00.00.00,USA,Saint Augustine,FL,Circle,"I was in my car driving South on San Marco Blvd in St. Augustine, Fl, 
Wednesday evening around 7. I noticed a foreign light in the sky",29.8946952,-81.3145394
2016-07-12 23.30.00,USA,Anchorage,AK,Flash,Three stationary light pulses over the Chugach range.,61.2163129,-149.8948522
2016-07-12 22.50.00,USA,Napili,HI,Fireball,Large bright fireball.,20.9717546,-156.6756045
2016-07-12 22.10.00,USA,Bellingham,WA,Fireball,Meteor like white decending east to west.,48.754402,-122.4788601
2016-07-12 19.15.00,USA,Snellville,GA,Circle,"Moving light sphere. ((NUFORC Note: We suspect a sighting of a star or 
planet. PD))",33.857328,-84.0199107
2016-07-12 18.53.00,USA,Las Vegas,NV,Other,"Pyramid or triangle or similar shape.. maybe rotating silent floating over 
us 95 and Decatur, going south.. south east.",36.1662859,-115.1492249
2016-07-12 18.20.00,USA,Riverdale,GA,Cylinder,"While standing outside smoking,my neighbors came to me and pointed out this 
object that was bright like an airplane's headlights, but i",33.5726113,-84.4132593
2016-07-12 18.00.00,USA,Plymouth,MA,Light,"Noticed large bright light traveling E towards the Atlantic. No flashing 
lights could be seen. Obj. slowed down dramatically .",41.9584367,-70.6672576
2016-07-12 07.00.00,USA,Orlando,FL,Fireball,"I was outside on back porch and saw a bright red orange color looked like a 
fire ball or exploded something in the air it was eastward.",28.5479786,-81.4127841
2016-06-12 20.45.00,USA,High Point,NC,Other,"Unique Craft Spotted above trees, still motion, strange shape, just 
observing.",35.9556924,-80.0053175
2016-06-12 19.15.00,USA,Austin,NV,Fireball,"I work for a major national ((deleted--corp.) and my family (wife/age 
deleted) daughter) and I were driving N of Austin, NV.",39.4932592,-117.0695385
2016-06-12 19.00.00,USA,Austin,NV,Other,"Dark yellow pulsating lights in the western sky and bright yellow light 
show to the north.",39.4932592,-117.0695385
2016-06-12 18.00.00,USA,Nairn,LA,Formation,Orange orbs.,29.4279955,-89.6108946
2016-06-12 17.30.00,USA,Holland,PA,Sphere,"It was a bright red sphere that lit up the woods as it passed slowly 
overhead, traveling east until it went up over the ridge by Nesham",40.1728871,-74.9926687
2016-06-12 17.00.00,USA,Manhattan,NY,Unknown,I believe that an unknown creature teleported into my backyard,40.7902778,-73.9597221
2016-06-12 13.15.00,USA,Lake Jackson,TX,Unknown,House Shaking Aerial Down Burst.,29.0338575,-95.4343858
2016-06-12 07.15.00,USA,Union,IL,Chevron,There is never a static light in this area of the sky.,37.4616454,-89.2504792
2016-06-12 05.00.00,USA,Osterville,MA,Light,Bright light traveling horizontally low across the sky south to north,41.6293398,-70.3866805
2016-06-12 01.40.00,USA,Sunrise,FL,Circle,Multi Color changing UFO.,26.1482449,-80.3288858
2016-05-12 22.40.00,CANADA,Regina,SK,Light,2 blue lights balls moving close.,50.4480951,-104.6158180
2016-05-12 20.05.00,USA,Niantic,CT,Triangle,"Low flying UFO, ""S"" shape flight path, then flew into the ocean.",32.7809195,-117.2524695
2016-05-12 18.39.00,USA,Ivins,UT,Circle,"Vertical red dots of lights on horizon that looked like radio towers--3 or 
4 of them--had been erected overnight.",37.1685907,-113.6794056
2016-05-12 18.15.00,USA,Haskell,NJ,Triangle,Triangle over Ringwood and Haskell.,41.0284304,-74.2959822
2016-05-12 18.00.00,USA,Westmoreland,NH,Disk,"As I was hiking through a field from a day of hunting, I stop to rested and 
gazed upwards into the sky at the crescent moon and planets",42.9620253,-72.4423101
2016-05-12 17.40.00,CANADA,Keswick,ON,Unknown,"Silent white light/sphere in sky, light fades,it disappears, comes back 
then disappears again",44.2278666,-79.4614500
2016-05-12 16.00.00,USA,Elizabethtown,PA,Changing,Light seen changing shape and color moving rapidly over PA.,40.153364,-76.6042520
2016-05-12 04.00.00,USA,Webster,NY,Unknown,Very loud bang and bed shaking.,43.2122851,-77.4299938
2016-05-12 03.30.00,USA,Stratford,CT,Light,"Very bright object moving slowly with flashing red, blue, green, and yellow 
lights. ((NUFORC Note: Star ""Sirius?"" PD))",37.2584705,-79.9622598
2016-05-12 01.40.00,USA,La Pine,OR,Fireball,"Large bright orange fireball light silently Streaks over the Cascade 
mountains of central Oregon Definitely NOT a Meteor ... Too fast",43.6703995,-121.5036359
2016-04-12 23.10.00,USA,Sauk Rapids,MN,Triangle,"This was a triangular craft. 3 or 4 lights on the back which were bright 
and 4 or 5 going towards the tip at different intensities. Pit",45.5919097,-94.1661010
2016-04-12 22.40.00,USA,Huntington Beach,CA,Chevron,Fast-moving craft with gray lights over suburban Huntington Beach.,33.6783336,-118.0000165
2016-04-12 20.00.00,USA,Freeport,ME,Diamond,"Wife and I have seen roughly diamond shaped objects with multiple lights 
seemingly white,yellow, and blue. ((NUFORC Note: Star? PD))",43.857307,-70.1037599
2016-04-12 19.32.00,USA,Sioux Falls,SD,Light,"I was stopped at the intersection of 26th and Sycamore in Sioux Falls, SD, 
at 19:32. A huge bright light (white) was falling from the",43.5499749,-96.7003269
2016-04-12 19.10.00,USA,Arcade,GA,Circle,"Very strange, very bright, flashing light.",34.0778881,-83.5615535
2016-04-12 19.00.00,USA,Redwood Falls,MN,Circle,"Bright light shot across the sky. It wasn't as fast as a shooting star but 
faster then a plane or a satilight. ((anonymous report))",44.5393721,-95.1164477
2016-04-12 18.15.00,USA,Brinklow,MD,Circle,"4 lights traveling clockwise, converging and then breaking apart. ((NUFORC 
Note: We suspect advertising lights. PD))",39.1659403,-77.0155329
2016-04-12 18.00.00,USA,Winter Harbor,ME,Disk,"I saw this Unidentified object following me down the road for several miles 
before switching directions and disappearing.",44.395523,-68.0836489
2016-04-12 17.30.00,USA,Severn,MD,Light,"Strange, silent, orange moving lights in sky, ((anonymous report))",39.127886,-76.6869129
2016-04-12 15.03.00,USA,Mission Viejo,CA,Light,Bright lights dancing in the sky changing in brightness and size.,33.5965685,-117.6594049
2016-04-12 14.16.00,USA,Marana,AZ,Unknown,Black nose aircraft near sun. ((anonymous report)),32.4446988,-111.2157090
2016-04-12 12.10.00,CANADA,London,ON,Other,Possible military drone or UFO.,42.988576,-81.2466429
2016-03-12 23.37.00,USA,Matawan,NJ,Flash,"Driving down Rt. 35, when we see a huge bright blue flash light up the sky. 
It was an oval shape roughly the size of a football field.",40.41483,-74.2295890
2016-03-12 21.00.00,USA,Morgantown,WV,Light,Blue light moving up and down o. Sky,39.6296809,-79.9559436
2016-03-12 19.30.00,USA,Corte Madera,CA,Disk,Huge long luminous red cigar disc craft seen in Marin County.,37.9254806,-122.5274754
2016-03-12 18.15.00,USA,Boone Grove,IN,Disk,"Driving north from Wheatfield IN, into Bone Grove IN, just south of 
Valparaiso,IN. I witmessed white lights in the sky, dark saucer sha",41.3547602,-87.1294741
2016-03-12 18.00.00,USA,Rockville,MD,Oval,"I saw 3-4 huge oval cloudy shapes darting zig zag fashion at split second 
speed about airplane level.",39.0840054,-77.1527572
2016-03-12 17.15.00,USA,North Snohomish,WA,Formation,Bright oddly shaped light in the clouds in Northern Snohomish,47.9394115,-122.0779886
2016-03-12 16.00.00,USA,Whittier,CA,Formation,"I was standing outside in my backyard looking up when I noticed a 
condensation trail. I took out my phone to take a picture which is wh",33.9748932,-118.0336974
2016-03-12 16.00.00,USA,Santa Cruz,CA,Light,1 dozen light orbs seen over 20 minutes travelling through sky,36.9735903,-122.0260569
2016-03-12 14.00.00,USA,Gorham,ME,Unknown,"Saw a steady light going across sky. Suddenly it went extremely fast (warp 
speed-like) and created a streak in the sky (very similar to",43.6796943,-70.4429341
2016-02-12 22.00.00,USA,Philadelphia,PA,Light,Lights in the sky in Philly!!! ((NUFORC Note: Advertising lights. PD)),39.9523993,-75.1635898
2016-02-12 20.00.00,USA,Reidsville,NC,Light,"Last night around 8:00pm I was outside with me dad and I looked straight up 
and a very bright flash hit my eyes. I asked my dad did you",36.354859,-79.6644749
2016-02-12 18.00.00,USA,Raphine,VA,Circle,"Large round craft over Raphine, VA, silent with two rows of bright white 
lights",37.9373548,-79.2328101
2016-02-12 17.13.00,USA,Chester,VA,Other,"Two balls of lights hurling through air, then disappeared.",37.3569086,-77.4421817
2016-02-12 17.00.00,USA,Ashland,VA,Unknown,"Looked like a meteor or something falling at a high rate of speed on 95 
south by Kings Dominion.",37.7594012,-77.4806602
2016-02-12 09.26.00,USA,Snellville,GA,Triangle,"It was amazing, it was my first sighting.",33.857328,-84.0199107
2016-01-12 20.35.00,USA,Plainville,CT,Circle,Two orange/pink lights following each other.,41.6745432,-72.8581557
2016-01-12 19.45.00,USA,Portland,TN,Light,2 brilliant lights.,36.5817089,-86.5163832
2016-01-12 18.52.00,USA,Glendale,AZ,Light,Fastest light I've ever seen move in the sky with no trail behind it.,33.5389854,-112.1858156
2016-01-12 18.45.00,USA,Conway,SC,Formation,"3 orange lights followed by 5 blue/white flashing lights rotating across 
the sky",33.8360035,-79.0478142
2016-01-12 18.17.00,USA,San Bernardino,CA,Light,Scanning type light appears over mountains.,34.1083449,-117.2897651
2016-01-12 18.00.00,USA,Amherst,NY,Oval,"Odd, mostly stationary lights, in night sky, with helicopters broadly 
circling",42.9783924,-78.7997615
2016-01-12 17.30.00,USA,Montgomery,AL,Circle,2 extremely bright lights moving slowly and disappearing in night sky.,40.854156,-78.2711029
2016-01-12 16.30.00,USA,Asbury Park,NJ,Oval,Jersey shore sighting.,40.2203907,-74.0120816
11/30/16 23:45,USA,Edmonds,WA,Changing,Silent curved shape changing object gliding through the sky,47.8105738,-122.3774951
11/30/16 23:30,USA,Camp Shelby,MS,Unknown,"UFO arc maneuver near Camp Shelby, MS, air space/AO.",31.1975317,-89.2078257
11/30/16 21:00,USA,Riverton,WY,Circle,"Seen two circular objects south of residence looked like that were 
communicating with flashing lights for about ten minutes then one to",38.515529,-121.5321489
11/30/16 20:40,USA,Radcliff,KY,Triangle,"As I was driving down Deckard School Rd. in Radcliff, KY I seen what looked 
like lights on a tower but realized there was no tow",37.8403456,-85.9491297
11/30/16 20:00,USA,Kingsland,GA,Unknown,"Intermittent bright light (not flashing like plane or helicopter) moving 
across the sky (from slightly west of here) in a north/northea",30.7999563,-81.6898260
11/30/16 19:30,USA,Fayetteville,TX,Triangle,"I was just star gazing around seven thirty pm on November 30th. Saw 
something bright orange out of the corner of my eye so I quickly gr",29.9057817,-96.6727527
11/29/16 23:30,USA,Belmont,MI,Circle,Ball of light approaching a river that slowed and went out.,40.0057737,-81.0097515
11/29/16 22:47,USA,Bridgeport,WV,Oval,"Blinking lights, spinning in a circular rotation.",39.2864787,-80.2561980
11/29/16 22:27,USA,American Canyon,CA,Triangle,"I observed a large object flying in the night sky. It was loud and flying 
slow, but changed direction.",38.223457,-122.2270430
11/29/16 22:15,USA,Colorado Springs,CO,Triangle,"((HOAX?)) I saw a big triangle with 3 lights on each side, no light in the 
middle; similar to TR-3B, but w/o lights.((anonyous report))",38.8339578,-104.8253484
11/29/16 21:00,CANADA,Niagara Falls,ON,Circle,"Star-like and grey spheroid hover Niagara Falls. ((NUFORC Note: Possible 
sighting of a ""twinkling"" star, we suspect. PD))",43.1089442,-79.0636192
11/29/16 20:15,USA,Carlinville,IL,Rectangle,"Was driving in a rural area in Carlinville, IL, when we seen a very huge 
light in the N sky that appeared to have searchlights.",39.2797699,-89.8817661
11/29/16 19:45,USA,Fairfield,CA,Changing,"11/29/2016, Fairfield, CA, large floating object moving west to east, early 
evening.",38.2493581,-122.0399662
11/29/16 19:45,USA,Englewood,CO,Unknown,"At 7:45 PM on 11/29/16 in the sky heading north a light similar to a plane 
but slightly brighter and larger was directly in my line of",39.6482059,-104.9879640
11/29/16 19:00,USA,Corona,CA,Circle,"I was watching television in the house when i was called outside by a 
friend of mine to observe some strange lights.",37.0066161,-121.9969062
